Instance ID	Master ID	Skeletal code	Skeletal element	Year this sample was first published	Publication	Representative contact	Average of 95.4% date range in calBP (defined as 1950 CE)  	Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 5983-5747 calBCE (6980±50 BP, Beta-226472). (Format 2) Archaeological context date, e.g. 2500-1700 BCE	Group_ID	Locality	Country	Lat.	Long.	Data type	Coverage on autosomal targets	SNPs hit on autosomal targets	Sex
ZO2002	ZO2002	ZO2002.C0101, BZNK-281/2, Zolotarevka 2, kurgan 4, grave 4/Ind. 2	tooth (molar)	2019	WangNatureCommunications2019	Krause, Johannes	4850	3300-2500 BCE	Yamnaya_Caucasus	North Caucasus steppe, Zolotarjëvka 2	Russia	45.659025	42.60675	1240K	0.813761	514467	F
RK1001	RK1001	RK1001.C0101, BZNK-034/4, Rasshevatskiy 1, kurgan 21, grave 11	tooth (molar)	2019	WangNatureCommunications2019	Krause, Johannes	4726	2879-2673 calBCE (4171±22 BP, MAMS-29816)	Yamnaya_Caucasus	Kuban steppe, Rasshevatskij 1	Russia	45.537249	41.116544	1240K	1.545515	609235	M
I2105	I2105	Yamna4	petrous	2018	MathiesonNature2018	Lillie, Malcolm	4850	3300-2500 BCE	Yamnaya_Ukraine	Shevchenko, OAE-2003	Ukraine	48.220364	37.146114	1240K	5.066	802473	F
I3141_published	I3141	Yamna 5	tooth (molar)	2018	MathiesonNature2018	Lillie, Malcolm	4850	3300-2500 BCE	Yamnaya_Ukraine	Shevchenko, OAE-2003	Ukraine	48.220364	37.146114	1240K	0.04	45365	F
I1917	I1917	Yamna1	tooth (molar)	2018	MathiesonNature2018	Lillie, Malcolm	4955	3095-2915 calBCE (4390±30 BP, Beta-432809)	Yamnaya_Ukraine	Ozera, OAE-99	Ukraine	48.991214	33.950515	1240K	0.909	602225	F
MK3003	MK3003	MK3003.A0101, BZNK-051/1, Marinskaya 3, kurgan 1, grave 7	tooth (molar)	2019	WangNatureCommunications2019	Krause, Johannes	4477	2577-2476 calBCE (4020±22 BP, MAMS-29809)	Russia_Catacomb	Piedmont, Mar'inskaja 3	Russia	43.925355	43.530317	1240K	0.551024	445824	F
RK4001	RK4001	RK4001.A0101, BZNK-284/1, Rasshevatskiy 4, kurgan 1, grave 4	petrous	2019	WangNatureCommunications2019	Krause, Johannes	4277	2451-2203 calBCE (3837±22 BP, MAMS-29819)	Russia_Catacomb	Kuban steppe, Rasshevatskij 4	Russia	45.535978	41.059517	1240K	1.004473	548136	M
RK4002	RK4002	RK4002.B0101, BZNK-304/2, Rasshevatskiy 4, kurgan 1, grave 5	tooth (molar)	2019	WangNatureCommunications2019	Krause, Johannes	4610	2831-2489 calBCE (4050±22 BP, MAMS-29820)	Russia_Catacomb	Kuban steppe, Rasshevatskij 4	Russia	45.535978	41.059517	1240K	1.118488	633034	M
SA6003	SA6003	SA6003.B0101, BZNK-010/2, Sharakhalsun 6, kurgan 2, grave 9	tooth (molar)	2019	WangNatureCommunications2019	Krause, Johannes	4293	2474-2211 calBCE (3890±40 BP, GIN-12400)	Russia_Catacomb	Kaspi steppe, Šarachalsun 6	Russia	45.725651	43.986933	1240K	0.472648	385338	M
I4435	I4435	ZVEJ13, Burial 278	petrous	2018	MathiesonNature2018	Pinhasi, Ron	6003	4146-3960 calBCE (5210±30 BP, PSUAMS-2232)	Latvia_MN	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.407	729122	F
I4436	I4436	ZVEJ14, Burial 261	petrous	2018	MathiesonNature2018	Pinhasi, Ron	6105	4260-4050 calBCE (5335±30 BP, PSUAMS-2233)	Latvia_MN	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.029	751632	M
I4437	I4437	ZVEJ15, Burial 226	petrous	2018	MathiesonNature2018	Pinhasi, Ron	6148	4329-4067 calBCE (5370±30 BP, PSUAMS-2234)	Latvia_MN	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.6	732248	F
I4554	I4554	ZVEJ24, Burial 207	petrous	2018	MathiesonNature2018	Pinhasi, Ron	5949	4042-3956 calBCE (5180±30 BP, PSUAMS-2237)	Latvia_MN	Zvejnieki	Latvia	56.2833	25.1333	1240K	2.526	722665	F
I4627	I4627	ZVEJ26	petrous	2017	MathiesonNature2018	Pinhasi, Ron	6064	4251-3976 calBCE (5280±55 BP, Ua-3639)	Latvia_MN	Zvejnieki	Latvia	56.2833	25.1333	1240K	1.77	686273	M
I1926_published	I1926	1V1a-H1	tooth	2018	MathiesonNature2018	Lillie, Malcolm	5736	3931-3640 calBCE [3705-3640 calBCE (4890±30 BP, Beta-432808), 3931-3670 calBCE (4985±30 BP, OxA-25991)]	Ukraine_Trypillian	Verteba Cave	Ukraine	48.7225	25.880833	1240K	0.211	219791	M
I2110	I2110	4.V4a-H4	bone (cranial)	2018	MathiesonNature2018	Lillie, Malcolm	5735	3911-3659 calBCE (4976±33 BP, OxA-26203)	Ukraine_Trypillian	Verteba Cave	Ukraine	48.7225	25.880833	1240K	0.154	164691	M
I2111_published	I2111	5.V5a-H5	bone (cranial)	2018	MathiesonNature2018	Lillie, Malcolm	5647	3758-3636 calBCE (4888±32 BP, OxA-26204)	Ukraine_Trypillian	Verteba Cave	Ukraine	48.7225	25.880833	1240K	0.054	62041	M
I3151_published	I3151	6 V6a-H6	tooth and bone (cranial)	2018	MathiesonNature2018	Lillie, Malcolm	5750	4000-3600 BCE	Ukraine_Trypillian	Verteba Cave	Ukraine	48.7225	25.880833	1240K	0.029	34031	M
I2403	I2403	3.4	bone (long bone)	2018	MathiesonNature2018	Caramelli, David	4673	2870-2575 calBCE (4120±30 BP, Beta-430712)	Poland_Globular_Amphora	Kierzkowo	Poland	52.85	17.88333333	1240K	0.318	290049	M
I2405_published	I2405	8.2a	bone (long bone)	2018	MathiesonNature2018	Caramelli, David	5128	3335-3020 calBCE (4460±30 BP, Beta-430713)	Poland_Globular_Amphora	Kierzkowo	Poland	52.85	17.88333333	1240K	0.082	91505	M
I2433	I2433	5.1	bone	2018	MathiesonNature2018	Caramelli, David	4950	3100-2900 BCE (mother to directly dated I2407: 3095-2915 calBCE (4390±30 BP, Beta-430714)	Poland_Globular_Amphora	Kierzkowo	Poland	52.85	17.88333333	1240K	0.97	528330	F
I2434	I2434	5.3	bone (cranial)	2018	MathiesonNature2018	Caramelli, David	5050	3400-2800 BCE	Poland_Globular_Amphora	Kierzkowo	Poland	52.85	17.88333333	1240K	0.107	112399	F
I2440	I2440	7.6	bone (long bone)	2018	MathiesonNature2018	Caramelli, David	4950	3100-2900 BCE (father to directly dated I2407: 3095-2915 calBCE (4390±30 BP, Beta-430714)	Poland_Globular_Amphora	Kierzkowo	Poland	52.85	17.88333333	1240K	0.196	189493	M
I2441	I2441	8.5	bone	2018	MathiesonNature2018	Caramelli, David	5050	3400-2800 BCE	Poland_Globular_Amphora	Kierzkowo	Poland	52.85	17.88333333	1240K	0.752	510373	M
ILK001	ILK001	ILK001	..	2018	MathiesonNature2018	Krause, Johannes	4753	2899-2706 calBCE (4221±22 BP, MAMS-30072)	Ukraine_Globular_Amphora	Ilatka	Ukraine	49.55777778	27.68861111	1240K	4.302	900165	M
ILK002	ILK002	ILK002	..	2018	MathiesonNature2018	Krause, Johannes	4742	2890-2694 calBCE (4192±22 BP, MAMS-30073)	Ukraine_Globular_Amphora	Ilatka	Ukraine	49.55777778	27.68861111	1240K	5.336	926361	M
ILK003	ILK003	ILK003	..	2018	MathiesonNature2018	Krause, Johannes	4754	2900-2709 calBCE (4225±22 BP, MAMS-30074)	Ukraine_Globular_Amphora	Ilatka	Ukraine	49.55777778	27.68861111	1240K	4.635	869552	F
I0172	I0172	ESP24	tooth	2015	MathiesonNature2015 (1240k of same same sample with 390k in HaakLazaridis2015)	Haak, Wolfgang	5173	3360-3086 calBCE (4502±48 BP, Erl-8699)	Germany_Esperstedt_MN	Esperstedt	Germany	51.42	11.68	1240K	25.372	1035229	M
I1497	I1497	HUNG353, CO1	petrous	2014	MathiesonNature2015 (capture of same sample shotgunned in Gamba2014)	Pinhasi, Ron	4750	2900-2700 calBCE (4421±27 BP, MAMS-14825)	Hungary_Baden_LCA	Apc-Berekalya I	Hungary	47.167	19.833	1240K	4.563	813947	F
I2366_published	I2366	GEN12a	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5093	3340-2945 calBCE (4455±35 BP, Poz-88227)	Hungary_Baden_LCA	Budakalász, Luppa csárda	Hungary	47.62094	19.04494	1240K	1.982	798237	M
I2367_published	I2367	GEN13a	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5081	3332-2929 calBCE (4440±35 BP, Poz-88228)	Hungary_Baden_LCA	Budakalász, Luppa csárda	Hungary	47.62094	19.04494	1240K	2.649	836355	M
I2368	I2368	GEN14a	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5025	3300-2850 BCE	Hungary_Baden_LCA	Budakalász, Luppa csárda	Hungary	47.62094	19.04494	1240K	0.07	79059	M
I2369	I2369	GEN15a	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5185	3367-3103 calBCE (4545±35 BP, Poz-83634)	Hungary_Baden_LCA	Budakalász, Luppa csárda	Hungary	47.62094	19.04494	1240K	1.664	758484	M
I2370	I2370	GEN16a	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5096	3346-2945 calBCE (4460±40 BP, Poz-88230)	Hungary_Baden_LCA	Alsonemedi	Hungary	47.31875	19.16692	1240K	4.3	852351	F
I2371	I2371	GEN17a	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5179	3359-3098 calBCE (4520±35 BP, Poz-83635)	Hungary_Baden_LCA	Alsonemedi	Hungary	47.31875	19.16692	1240K	0.823	546806	M
I2752	I2752	GEN21	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5175	3600-2850 BCE	Hungary_Baden_LCA	Balatonlelle, Fels-Gamász	Hungary	46.78469	17.731714	1240K	0.669	520804	M
I2753	I2753	GEN22	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5081	3332-2929 calBCE (4440±35 BP, Poz-88231)	Hungary_Baden_LCA	Balatonlelle, Fels-Gamász	Hungary	46.78469	17.731714	1240K	2.306	867336	M
I2754	I2754	GEN23	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5131	3337-3024 calBCE (4465±30 BP, Poz-83637)	Hungary_Baden_LCA	Balatonlelle, Fels-Gamász	Hungary	46.78469	17.731714	1240K	0.335	321304	M
I2755	I2755	GEN24	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5175	3600-2850 BCE	Hungary_Baden_LCA	Balatonlelle, Fels-Gamász	Hungary	46.78469	17.731714	1240K	0.037	42687	M
I2763	I2763	Vors1	tooth (molar)	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5182	3360-3103 calBCE (4528±31 BP, DeA-14662)	Hungary_Baden_LCA	Vörs	Hungary	46.665765	17.270774	1240K	0.025	29086	F
I2785	I2785	GEN55	petrous	2017	LipsonNature2017	Szécsényi-Nagy, Anna	5175	3600-2850 BCE	Hungary_Baden_LCA	Vámosgyörk, MHAT telep	Hungary	47.684976	19.918434	1240K	0.811	572729	F
N38.SG	N38	N38	petrous	2018	FernandesScientificReports2018	..	5033	3263-2903 calBCE (4380±40 BP, Poz-77333)	Poland_GAC.SG	Brzesc Kujawski	Poland	52.61	18.9	Shotgun	2.214032	1022642	F
RISE1159.SG	RISE1159	ind 1	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4730	2882-2678 calBCE (4180±22 BP)	Poland_Koszyce_GAC.SG	Koszyce, site 3	Poland	48.7	21.2	Shotgun	2.655982	1068129	F
RISE1161.SG	RISE1161	ind 3	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4757	2914-2700 calBCE (4239±33 BP)	Poland_Koszyce_GAC.SG	Koszyce, site 3	Poland	48.7	21.2	Shotgun	1.224078	813323	F
RISE1163.SG	RISE1163	ind 5	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4735	2891-2679 calBCE (4196±25 BP)	Poland_Koszyce_GAC.SG	Koszyce, site 3	Poland	48.7	21.2	Shotgun	3.806159	1147530	M
RISE1165.SG	RISE1165	ind 7	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4743	2906-2679 calBCE (4220±34 BP)	Poland_Koszyce_GAC.SG	Koszyce, site 3	Poland	48.7	21.2	Shotgun	2.097855	1025600	M
RISE1166.SG	RISE1166	ind 8	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4908	3024-2891 calBCE (4330±34 BP)	Poland_Koszyce_GAC.SG	Koszyce, site 3	Poland	48.7	21.2	Shotgun	2.825223	1079562	F
RISE1170.SG	RISE1170	ind 12	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4749	2900-2697 calBCE (4213±26 BP)	Poland_Koszyce_GAC.SG	Koszyce, site 3	Poland	48.7	21.2	Shotgun	3.528417	1112811	F
RISE1246.SG	RISE1246	grave 3ZC; ind 4	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4715	2895-2635 calBCE (4190±40 BP)	Poland_Ksiaznice_GAC.SG	Złota-Ksiaznice	Poland	50.2	21.4	Shotgun	0.446149	417705	F
RISE1248.SG	RISE1248	grave 3ZC; ind 2	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4725	3100-2450 BCE [based on other dates from same archaeological context in same study]	Poland_Ksiaznice_GAC.SG	Złota-Ksiaznice	Poland	50.2	21.4	Shotgun	0.732095	604561	F
RISE1249.SG	RISE1249	grave 3ZC; ind 1	tooth	2019	SchroederPNAS2019	SchroederPNAS2019	4737	2905-2668 calBCE (4210±40 BP)	Poland_Ksiaznice_GAC.SG	Złota-Ksiaznice	Poland	50.2	21.4	Shotgun	0.944539	710701	F
RISE1252.SG	RISE1252	grave 3	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4725	3100-2450 BCE [based on other dates from same archaeological context in same study]	Poland_Mierzanowice_GAC.SG	Mierzanowice	Poland	50.8	21.5	Shotgun	0.390404	386250	M
RISE1241.SG	RISE1241	grave 8; sk 3	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4753	2900-2705 calBCE (4222±23 BP)	Poland_Sandomierz_GAC.SG	Sandomierz	Poland	50.6	21.7	Shotgun	0.79973	654308	M
RISE1250.SG	RISE1250	grave 2	tooth	2019	SchroederPNAS2019	SchroederPNAS2019	4725	3100-2450 BCE [based on other dates from same archaeological context in same study]	Poland_Sandomierz_GAC.SG	Sandomierz	Poland	50.6	21.7	Shotgun	0.453487	433954	M
RISE1254.SG	RISE1254	grave 10; sk 3	petrous	2019	SchroederPNAS2019	SchroederPNAS2019	4725	3100-2450 BCE [based on other dates from same archaeological context in same study]	Poland_Wilczyce_GAC.SG	Złota-Wilczyce	Poland	51.1	17.1	Shotgun	0.404568	397812	M
KK1.SG	KK1	Kotias	tooth	2015	JonesNatureCommunications2015	..	9720	7940-7600 calBCE [7938-7580 calBCE (8665±65 BP, RTT-5246), 7946-7612 calBCE (8745±40, OxA-28256)]	CHG	Kotias Klde	Georgia	42.28	43.28	Shotgun	12.482	1180629	M
SATP.SG	SATP	Satsurblia	petrous	2015	JonesNatureCommunications2015	..	13255	11430-11180 calBCE (11415±50 BP, OxA-34632)	CHG	Satsurblia	Georgia	42.38	42.59	Shotgun	1.191	816136	M
I0122	I0122	Khvalynsk II Grave 12, SVP 35	bone (long bone)	2015	MathiesonNature2015	Anthony, David	6807	4934-4780 calBCE (5960±25 BP, PSUAMS-4031)	Russia_Khvalynsk_EN	Samara Oblast, Volga River Valley, Khvalynsk II	Russia	52.22	48.1	1240K	0.723	569453	M
I0433	I0433	Khvalynsk II Grave 1, SVP HB 46	bone (long bone)	2015	MathiesonNature2015	Anthony, David	6566	4689-4543 calBCE (5760±25 BP, PSUAMS-4032)	Russia_Khvalynsk_EN	Samara Oblast, Volga River Valley, Khvalynsk II	Russia	52.22	48.1	1240K	0.476	431545	M
I0434	I0434	Khvalynsk II Grave 17, SVP HB 47	bone (long bone)	2015	MathiesonNature2015	Anthony, David	6906	5051-4860 calBCE (6070±25 BP, PSUAMS-4033)	Russia_Khvalynsk_EN	Samara Oblast, Volga River Valley, Khvalynsk II	Russia	52.22	48.1	1240K	0.053	61851	M
I4432	I4432	ZVEJ10, Burial 67	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7948	6075-5920 calBCE (7140±40 BP, PSUAMS-2230)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.757	746654	M
I4434	I4434	ZVEJ12, Burial 128	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7446	5606-5385 calBCE (6530±35 BP, PSUAMS-2231)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.483	745524	M
I4438	I4438	ZVEJ16, Burial 224	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7291	5462-5220 calBCE (6335±35 BP, PSUAMS-2235)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.815	757881	M
I4439	I4439	ZVEJ20	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7648	5763-5633 calBCE (6815±40 BP, PSUAMS-2236)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.781	758805	M
I4440	I4440	ZVEJ21, Burial 197	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7080	5220-5039 calBCE (6180±30 BP, PSUAMS-2264)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.22	735842	M
I4441	I4441	ZVEJ22, Burial 173	petrous	2018	MathiesonNature2018	Pinhasi, Ron	6725	4837-4713 calBCE (5900±30 BP, PSUAMS-2265)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.521	747334	M
I4550	I4550	ZVEJ3, Burial 52	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8489	6601-6476 calBCE (7715±25 BP, PSUAMS-2835)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	4.42	777349	M
I4551	I4551	ZVEJ4, Burial 108	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7671	5775-5666 calBCE (6845±25 BP, PSUAMS-2836)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.901	708525	M
I4552	I4552	ZVEJ5, Burial 117	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7377	5479-5374 calBCE (6460±25 BP, PSUAMS-2837)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	4.174	744989	F
I4553	I4553	ZVEJ7, Burial 98	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7379	5482-5375 calBCE (6470±25 BP, PSUAMS-2838)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	1.028	513811	M
I4595	I4595	ZVEJ8, Grave 99	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7637	5728-5646 calBCE (6800±25 BP, PSUAMS-2683)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	4.22	784978	F
I4596	I4596	ZVEJ9, Burial 49	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7976	6061-5990 calBCE (7150±25 BP, PSUAMS-2839)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	4.379	826812	M
I4626	I4626	ZVEJ25	petrous	2017	MathiesonNature2018	Pinhasi, Ron	7689	5841-5636 calBCE (6840±55 BP, Hela-1212)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	0.542	379869	M
I4628	I4628	ZVEJ27	petrous	2017	MathiesonNature2018	Pinhasi, Ron	7027	5302-4852 calBCE (6145±80 BP, Ua-19883)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	2.881	717447	M
I4630	I4630	ZVEJ30	petrous	2018	MathiesonNature2018	Pinhasi, Ron	9222	7465-7078 calBCE (8240±70 BP)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	2.426	765342	M
I4632	I4632	ZVEJ32, HG1	petrous	2017	MathiesonNature2018	Pinhasi, Ron	8308	6467-6249 calBCE (7525±60 BP, LuS-8220)	Latvia_HG	Zvejnieki	Latvia	56.2833	25.1333	1240K	3.513	785920	F
Donkalnis1	Donkalnis1	Donkalnis1	..	2018	MittnikNatureCommunications2018	..	6150	5500-2900 BCE	Lithuania_EMN_Narva	Donkalnis	Lithuania	..	..	1240K	0.042996	47257	F
Donkalnis6	Donkalnis6	Donkalnis6	..	2018	MittnikNatureCommunications2018	..	6575	4720-4530 calBCE(5770±40 BP, Poz-61574)	Lithuania_EMN_Narva	Donkalnis	Lithuania	..	..	1240K	5.822022	945839	F
Donkalnis7	Donkalnis7	Donkalnis7	..	2018	MittnikNatureCommunications2018	..	7150	5460-4940 calBCE(6220±90 BP, Poz-61576)	Lithuania_EMN_Narva	Donkalnis	Lithuania	..	..	1240K	0.725416	467765	M
Kretuonas1	Kretuonas1	Kretuonas1	..	2018	MittnikNatureCommunications2018	..	6090	4460-3820 calBCE(5350±130 BP, OxA-5935)	Lithuania_EMN_Narva	Kretuonas 1B	Lithuania	..	..	1240K	0.351123	298198	F
Kretuonas2	Kretuonas2	Kretuonas2	..	2018	MittnikNatureCommunications2018	..	6150	5500-2900 BCE	Lithuania_EMN_Narva	Kretuonas 1B	Lithuania	..	..	1240K	1.231009	653282	M
Kretuonas4	Kretuonas4	Kretuonas4	..	2018	MittnikNatureCommunications2018	..	6150	5500-2900 BCE	Lithuania_EMN_Narva	Kretuonas 1B	Lithuania	..	..	1240K	8.493176	1006360	F
Spiginas1	Spiginas1	Spiginas1	..	2018	MittnikNatureCommunications2018	..	6290	4440-4240 calBCE(5470±40 BP, Poz-61572)	Lithuania_EMN_Narva	Spiginas	Lithuania	..	..	1240K	5.887981	998529	M
I1732	I1732	StPet3, collection 6204, individual 7	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7239	5364-5213 calBCE (6300±40 BP, Poz-81130)	Ukraine_Neolithic	Vovnigi	Ukraine	48.133333	35.083333	1240K	2.552	733086	F
I1734	I1734	StPet7, site 4, collection 6285, individual 14	petrous	2018	MathiesonNature2018	Pinhasi, Ron	9202	7446-7058 calBCE (8190±60 BP, Poz-81129, date suspect because poor quality collagen)	Ukraine_Neolithic	Vasil'evka	Ukraine	47.434167	35.276389	1240K	4.048	764467	M
I1736	I1736	StPet11, site 8, collection 6285, individual 11	petrous	2018	MathiesonNature2018	Pinhasi, Ron	8109	6248-6070 calBCE (7320±40 BP, Poz-81154)	Ukraine_Neolithic	Vasil'evka	Ukraine	47.434167	35.276389	1240K	1.238	650136	F
I1738	I1738	StPet4, collection 6204, individual 4	petrous	2018	MathiesonNature2018	Pinhasi, Ron	7350	5473-5326 calBCE (6420±40 BP, Poz-81153)	Ukraine_Neolithic	Vovnigi	Ukraine	48.133333	35.083333	1240K	2.12	725220	M
I3712_published	I3712	Mos21, 130, H266, grave 35	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7392	5507-5376 calBCE (6490±25 BP, PSUAMS-2300)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.049	56730	M
I3713_published	I3713	Mos23, 104, H268, grave 1	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7001	5190-4911 calBCE (6080±25 BP, PSUAMS-2301)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.045	53024	M
I3714	I3714	Mos24, Grave28, 124	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7100	5500-4800 BCE	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.107	118718	M
I3715	I3715	Mos27, Grave9, 111	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7529	5636-5521 calBCE (6655±35 BP, PSUAMS-1907)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.619	466974	M
I3716_published	I3716	Mos28, 120, H273, grave 25	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7349	5469-5328 calBCE (6410±25 BP, PSUAMS-2302)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.084	95143	M
I3717	I3717	Mos49, Grave 46, 242	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7289	5460-5218 calBCE (6330±35 BP, PSUAMS-1908)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.671	496612	M
I3718	I3718	Mos52 Grave 86 (also Mos36, Grave X)	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7230	5345-5215 calBCE (6300±35 BP, PSUAMS-1909)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.745935	496968	M
I4111	I4111	Mos60, Grave 123, 307	tooth	2018	MathiesonNature2018	Pinhasi, Ron	6585	4722-4548 calBCE (5795±35 BP, PSUAMS-1910)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	2.11	728256	F
I4112_published	I4112	Mos61, Grave 1, 196	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7100	5500-4800 BCE	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.047	54682	M
I4114	I4114	Mos64, Grave 103, 290	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7351	5473-5329 calBCE (6420±35 BP, PSUAMS-1911)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.982	592049	M
I5868_published	I5868	Mos11, Grave 27, 122 (or is it Grave 227?)	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7341	5467-5315 calBCE (6385±25 BP, PSUAMS-2807)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.018	20747	M
I5870	I5870	Mos16, Grave 32, 128	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	7360	5475-5344 calBCE (6430±25 BP, PSUAMS-2684)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.225	214705	M
I5872_published	I5872	Mos25, Grave26, 121	tooth (molar)	2018	MathiesonNature2018	Pinhasi, Ron	7382	5489-5375 calBCE (6485±25 BP, PSUAMS-2808)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.088	97167	M
I5873_published	I5873	Mos32, Grave 14, 114	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7346	5469-5322 calBCE (6400±25 BP, PSUAMS-2809)	Ukraine_Neolithic	Volniensky, Vilnianka	Ukraine	47.9543	35.3893	1240K	0.019	21944	F
I5875	I5875	Mos34, Grave 53, 249	tooth	2018	MathiesonNature2018	Pinhasi, Ron	7126	5291-5060 calBCE (6210±25 BP, PSUAMS-2810)	Ukraine_Neolithic	Dereivka I	Ukraine	48.91422	33.76493	1240K	0.795	444315	M
